# time,Ca_macrophage
4.610000000000000142e+01,1.494386913391722027e-01
4.620000000000000284e+01,1.493402358628878601e-01
4.630000000000000426e+01,1.492427865671373532e-01
4.640000000000000568e+01,1.491463329209781752e-01
4.650000000000000000e+01,1.490508645176754632e-01
4.660000000000000142e+01,1.489563710729023827e-01
4.670000000000000284e+01,1.488628424247400439e-01
4.680000000000000426e+01,1.487702685336776132e-01
4.690000000000000568e+01,1.486786394323621474e-01
4.700000000000000000e+01,1.485879451756773328e-01
4.710000000000000142e+01,1.484981760069333245e-01
4.720000000000000284e+01,1.484093222849592886e-01
4.730000000000000426e+01,1.483213744806330114e-01
4.740000000000000568e+01,1.482343231768809555e-01
4.750000000000000000e+01,1.481481590651826941e-01
4.760000000000000142e+01,1.480628728593797461e-01
4.770000000000000284e+01,1.479784553934990754e-01
4.780000000000000426e+01,1.478948976338889942e-01
4.790000000000000568e+01,1.478121906511229988e-01
4.800000000000000000e+01,1.477303256199997972e-01
4.810000000000000142e+01,1.476492938195432258e-01
4.820000000000000284e+01,1.475690866016497738e-01
4.830000000000000426e+01,1.474896953395574417e-01
4.840000000000000568e+01,1.474111115601472177e-01
4.850000000000000000e+01,1.473333268911052596e-01
4.860000000000000142e+01,1.472563330565407613e-01
4.870000000000000284e+01,1.471801218769857311e-01
4.880000000000000426e+01,1.471046852678037087e-01
4.890000000000000568e+01,1.470300151675965894e-01
4.900000000000000000e+01,1.469561036089304384e-01
4.910000000000000142e+01,1.468829427424866718e-01
4.920000000000000284e+01,1.468105248086067349e-01
4.930000000000000426e+01,1.467388421372919638e-01
4.940000000000000568e+01,1.466678871482036406e-01
4.950000000000000000e+01,1.465976481678842036e-01
4.960000000000000142e+01,1.465281282081304925e-01
4.970000000000000284e+01,1.464593125555490594e-01
4.980000000000000426e+01,1.463911942966594770e-01
4.990000000000000568e+01,1.463237665179813740e-01
5.000000000000000000e+01,1.462570223060343788e-01
5.010000000000000142e+01,1.461909547482983796e-01
5.020000000000000284e+01,1.461255570314900776e-01
5.030000000000000426e+01,1.460608223422095453e-01
5.040000000000000568e+01,1.459967438138418949e-01
5.050000000000000000e+01,1.459333145797723774e-01
5.060000000000000142e+01,1.458705277733861605e-01
5.070000000000000284e+01,1.458083765280683841e-01
5.080000000000000426e+01,1.457468543347230083e-01
5.090000000000000568e+01,1.456859553876856672e-01
5.100000000000000000e+01,1.456256732257974751e-01
5.110000000000000142e+01,1.455660013522777074e-01
5.120000000000000284e+01,1.455069332703456952e-01
5.130000000000000426e+01,1.454484624832207695e-01
5.140000000000000568e+01,1.453905826008495550e-01
5.150000000000000000e+01,1.453332883071528914e-01
5.160000000000000142e+01,1.452765737705857263e-01
5.170000000000000284e+01,1.452204329216893186e-01
5.180000000000000426e+01,1.451648596910050104e-01
5.190000000000000568e+01,1.451098480090741161e-01
5.200000000000000000e+01,1.450553918068711590e-01
5.210000000000000142e+01,1.450014857454841599e-01
5.220000000000000284e+01,1.449481246841561599e-01
5.230000000000000426e+01,1.448953029479013166e-01
5.240000000000000568e+01,1.448430148617339264e-01
5.250000000000000000e+01,1.447912547506682301e-01
5.260000000000000142e+01,1.447400169397184411e-01
5.270000000000000284e+01,1.446892960395902983e-01
5.280000000000000426e+01,1.446390874817886918e-01
5.290000000000000568e+01,1.445893860248457230e-01
5.300000000000000000e+01,1.445401863610755178e-01
5.310000000000000142e+01,1.444914831827921464e-01
5.320000000000000284e+01,1.444432711823096793e-01
5.330000000000000426e+01,1.443955450534931684e-01
5.340000000000000568e+01,1.443483002107215085e-01
5.350000000000000000e+01,1.443015321908082127e-01
5.360000000000000142e+01,1.442552360459345706e-01
5.370000000000000284e+01,1.442094068282817887e-01
5.380000000000000426e+01,1.441640395900311566e-01
5.390000000000000568e+01,1.441191293833638531e-01
5.400000000000000000e+01,1.440746713698426995e-01
5.410000000000000142e+01,1.440306615671088641e-01
5.420000000000000284e+01,1.439870955208602532e-01
5.430000000000000426e+01,1.439439686138506425e-01
5.440000000000000568e+01,1.439012762288338909e-01
5.450000000000000000e+01,1.438590137485637466e-01
5.460000000000000142e+01,1.438171765557940684e-01
5.470000000000000284e+01,1.437757625999651900e-01
5.480000000000000426e+01,1.437347626067021211e-01
5.490000000000000568e+01,1.436941761782315197e-01
5.500000000000000000e+01,1.436539988061286133e-01
5.510000000000000142e+01,1.436142260287797123e-01
5.520000000000000284e+01,1.435748534313821823e-01
5.530000000000000426e+01,1.435358766627295446e-01
5.540000000000000568e+01,1.434972919491268317e-01
5.550000000000000000e+01,1.434590954296465493e-01
5.560000000000000142e+01,1.434212830923989879e-01
5.570000000000000284e+01,1.433838509883390844e-01
5.580000000000000426e+01,1.433467952312664495e-01
5.590000000000000568e+01,1.433101119978252569e-01
5.600000000000000000e+01,1.432737975275044096e-01
5.610000000000000142e+01,1.432378481226374289e-01
5.620000000000000284e+01,1.432022601484024271e-01
5.630000000000000426e+01,1.431670300328222456e-01
5.640000000000000568e+01,1.431321542667643165e-01
5.650000000000000000e+01,1.430976293247728515e-01
5.660000000000000142e+01,1.430634512255673230e-01
5.670000000000000284e+01,1.430296163687742594e-01
5.680000000000000426e+01,1.429961212928882730e-01
5.690000000000000568e+01,1.429629625843887586e-01
5.700000000000000000e+01,1.429301368777399495e-01
5.710000000000000142e+01,1.428976408553909172e-01
5.720000000000000284e+01,1.428654712477755717e-01
5.730000000000000426e+01,1.428336248333126890e-01
5.740000000000000568e+01,1.428020984384058556e-01
5.750000000000000000e+01,1.427708889374434964e-01
5.760000000000000142e+01,1.427399932527988746e-01
5.770000000000000284e+01,1.427094081644466883e-01
5.780000000000000426e+01,1.426791301073346563e-01
5.790000000000000568e+01,1.426491559361209860e-01
5.800000000000000000e+01,1.426194825622275619e-01
