# time,IL6_macrophage
4.120000000000000284e+01,9.999999999410187357e-01
4.130000000000000426e+01,9.999999999457531707e-01
4.140000000000000568e+01,9.999999999501129055e-01
4.150000000000000000e+01,9.999999999541250295e-01
4.160000000000000142e+01,9.999999999578128573e-01
4.170000000000000284e+01,9.999999999611954848e-01
4.180000000000000426e+01,9.999999999642876780e-01
4.190000000000000568e+01,9.999999999671042028e-01
4.200000000000000000e+01,9.999999999696881359e-01
4.210000000000000142e+01,9.999999999720672328e-01
4.220000000000000284e+01,9.999999999742608114e-01
4.230000000000000426e+01,9.999999999762866354e-01
4.240000000000000568e+01,9.999999999781608029e-01
4.250000000000000000e+01,9.999999999798974137e-01
4.260000000000000142e+01,9.999999999815089025e-01
4.270000000000000284e+01,9.999999999830048170e-01
4.280000000000000426e+01,9.999999999843934839e-01
4.290000000000000568e+01,9.999999999856814537e-01
4.300000000000000000e+01,9.999999999868732781e-01
4.310000000000000142e+01,9.999999999879718438e-01
4.320000000000000284e+01,9.999999999889783719e-01
4.330000000000000426e+01,9.999999999898919745e-01
4.340000000000000568e+01,9.999999999907251969e-01
4.350000000000000000e+01,9.999999999914886972e-01
4.360000000000000142e+01,9.999999999921866944e-01
4.370000000000000284e+01,9.999999999928222971e-01
4.380000000000000426e+01,9.999999999933986139e-01
4.390000000000000568e+01,9.999999999939174211e-01
4.400000000000000000e+01,9.999999999943804951e-01
4.410000000000000142e+01,9.999999999947964957e-01
4.420000000000000284e+01,9.999999999951757479e-01
4.430000000000000426e+01,9.999999999955240249e-01
4.440000000000000568e+01,9.999999999958472108e-01
4.450000000000000000e+01,9.999999999961511898e-01
4.460000000000000142e+01,9.999999999964419573e-01
4.470000000000000284e+01,9.999999999967257303e-01
4.480000000000000426e+01,9.999999999970011766e-01
4.490000000000000568e+01,9.999999999972633002e-01
4.500000000000000000e+01,9.999999999975119902e-01
4.510000000000000142e+01,9.999999999977462473e-01
4.520000000000000284e+01,9.999999999979646281e-01
4.530000000000000426e+01,9.999999999981646903e-01
4.540000000000000568e+01,9.999999999983434362e-01
4.550000000000000000e+01,9.999999999985019761e-01
4.560000000000000142e+01,9.999999999986444177e-01
4.570000000000000284e+01,9.999999999987704280e-01
4.580000000000000426e+01,9.999999999988796739e-01
4.590000000000000568e+01,9.999999999989713784e-01
4.600000000000000000e+01,9.999999999990449862e-01
4.610000000000000142e+01,9.999999999990994981e-01
4.620000000000000284e+01,9.999999999991376898e-01
4.630000000000000426e+01,9.999999999991673327e-01
4.640000000000000568e+01,9.999999999991918687e-01
4.650000000000000000e+01,9.999999999992149613e-01
4.660000000000000142e+01,9.999999999992408295e-01
4.670000000000000284e+01,9.999999999992740252e-01
4.680000000000000426e+01,9.999999999993196553e-01
4.690000000000000568e+01,9.999999999993781641e-01
4.700000000000000000e+01,9.999999999994413358e-01
4.710000000000000142e+01,9.999999999995072830e-01
4.720000000000000284e+01,9.999999999995740074e-01
4.730000000000000426e+01,9.999999999996389555e-01
4.740000000000000568e+01,9.999999999996991296e-01
4.750000000000000000e+01,9.999999999997508660e-01
4.760000000000000142e+01,9.999999999997956079e-01
4.770000000000000284e+01,9.999999999998335776e-01
4.780000000000000426e+01,9.999999999998633315e-01
4.790000000000000568e+01,9.999999999998833156e-01
4.800000000000000000e+01,9.999999999998917533e-01
4.810000000000000142e+01,9.999999999998868683e-01
4.820000000000000284e+01,9.999999999998694378e-01
4.830000000000000426e+01,9.999999999998467892e-01
4.840000000000000568e+01,9.999999999998222533e-01
4.850000000000000000e+01,9.999999999997992717e-01
4.860000000000000142e+01,9.999999999997817302e-01
4.870000000000000284e+01,9.999999999997744027e-01
4.880000000000000426e+01,9.999999999997820632e-01
4.890000000000000568e+01,9.999999999998000488e-01
4.900000000000000000e+01,9.999999999998239186e-01
4.910000000000000142e+01,9.999999999998527844e-01
4.920000000000000284e+01,9.999999999998853140e-01
4.930000000000000426e+01,9.999999999999199529e-01
4.940000000000000568e+01,9.999999999999545919e-01
4.950000000000000000e+01,9.999999999999985567e-01
4.960000000000000142e+01,1.000000000000022871e+00
4.970000000000000284e+01,1.000000000000045741e+00
4.980000000000000426e+01,1.000000000000063727e+00
4.990000000000000568e+01,1.000000000000073941e+00
5.000000000000000000e+01,1.000000000000072831e+00
5.010000000000000142e+01,1.000000000000057510e+00
5.020000000000000284e+01,1.000000000000034417e+00
5.030000000000000426e+01,1.000000000000010214e+00
5.040000000000000568e+01,9.999999999999861222e-01
5.050000000000000000e+01,9.999999999999633626e-01
5.060000000000000142e+01,9.999999999999436007e-01
5.070000000000000284e+01,9.999999999999278355e-01
5.080000000000000426e+01,9.999999999999167333e-01
5.090000000000000568e+01,9.999999999999091838e-01
5.100000000000000000e+01,9.999999999999055200e-01
5.110000000000000142e+01,9.999999999999060751e-01
5.120000000000000284e+01,9.999999999999115152e-01
5.130000000000000426e+01,9.999999999999221734e-01
5.140000000000000568e+01,9.999999999999380496e-01
5.150000000000000000e+01,9.999999999999557021e-01
5.160000000000000142e+01,9.999999999999731326e-01
5.170000000000000284e+01,9.999999999999891198e-01
5.180000000000000426e+01,1.000000000000002887e+00
5.190000000000000568e+01,1.000000000000013101e+00
5.200000000000000000e+01,1.000000000000018874e+00
5.210000000000000142e+01,1.000000000000021316e+00
5.220000000000000284e+01,1.000000000000021760e+00
5.230000000000000426e+01,1.000000000000020428e+00
5.240000000000000568e+01,1.000000000000017319e+00
5.250000000000000000e+01,1.000000000000012657e+00
5.260000000000000142e+01,1.000000000000006217e+00
5.270000000000000284e+01,9.999999999999986677e-01
5.280000000000000426e+01,9.999999999999911182e-01
5.290000000000000568e+01,9.999999999999843459e-01
5.300000000000000000e+01,9.999999999999785727e-01
5.310000000000000142e+01,9.999999999999745759e-01
5.320000000000000284e+01,9.999999999999725775e-01
5.330000000000000426e+01,9.999999999999732436e-01
5.340000000000000568e+01,9.999999999999756861e-01
5.350000000000000000e+01,9.999999999999789058e-01
5.360000000000000142e+01,9.999999999999825695e-01
5.370000000000000284e+01,9.999999999999867883e-01
5.380000000000000426e+01,9.999999999999912292e-01
5.390000000000000568e+01,9.999999999999957812e-01
5.400000000000000000e+01,1.000000000000000222e+00
5.410000000000000142e+01,1.000000000000004219e+00
5.420000000000000284e+01,1.000000000000007772e+00
5.430000000000000426e+01,1.000000000000010658e+00
5.440000000000000568e+01,1.000000000000012434e+00
5.450000000000000000e+01,1.000000000000013101e+00
5.460000000000000142e+01,1.000000000000012212e+00
5.470000000000000284e+01,1.000000000000012879e+00
5.480000000000000426e+01,1.000000000000009104e+00
5.490000000000000568e+01,1.000000000000005995e+00
5.500000000000000000e+01,1.000000000000003109e+00
5.510000000000000142e+01,1.000000000000000666e+00
5.520000000000000284e+01,9.999999999999983347e-01
5.530000000000000426e+01,9.999999999999965583e-01
5.540000000000000568e+01,9.999999999999948930e-01
5.550000000000000000e+01,9.999999999999931166e-01
5.560000000000000142e+01,9.999999999999915623e-01
5.570000000000000284e+01,9.999999999999902300e-01
5.580000000000000426e+01,9.999999999999893419e-01
5.590000000000000568e+01,9.999999999999890088e-01
5.600000000000000000e+01,9.999999999999895639e-01
5.610000000000000142e+01,9.999999999999913403e-01
5.620000000000000284e+01,9.999999999999944489e-01
5.630000000000000426e+01,9.999999999999995559e-01
5.640000000000000568e+01,1.000000000000006883e+00
5.650000000000000000e+01,1.000000000000016653e+00
5.660000000000000142e+01,1.000000000000027534e+00
5.670000000000000284e+01,1.000000000000039302e+00
5.680000000000000426e+01,1.000000000000051736e+00
5.690000000000000568e+01,1.000000000000064837e+00
5.700000000000000000e+01,1.000000000000078604e+00
5.710000000000000142e+01,1.000000000000093037e+00
5.720000000000000284e+01,1.000000000000107914e+00
5.730000000000000426e+01,1.000000000000123235e+00
5.740000000000000568e+01,1.000000000000138778e+00
5.750000000000000000e+01,1.000000000000154543e+00
5.760000000000000142e+01,1.000000000000170752e+00
5.770000000000000284e+01,1.000000000000186517e+00
5.780000000000000426e+01,1.000000000000201394e+00
5.790000000000000568e+01,1.000000000000215383e+00
